COD_COMUNA,COD_ZonLoc,Clave,Nombre,Tipo,COD_REGION,REGION,COD_PROVIN,PROVINCIA,NOMBRE_COM,PobTotH,PobTotM,Pob_0_5,Pob_6_10,Pob_11_15,Pob_16_20,Pob_21_25,Pob_26_30,Pob_31_35,Pob_36_40,Pob_41_45,Pob_46_50,Pob_51_55,Pob_56_60,Pob_61_65,Pob_66_70,Pob_71_75,Pob_76_80,Pob_81_85,Pob_86_90,Pob_mayor_,Emig_10_17,Emig_00_09,Emig_90_99,Emig_ant90,AsisEdu_SI,AsisEdu_NO,AsisEdu_Nu,Curso_0,Curso_1,Curso_2,Curso_3,Curso_4,Curso_5,Curso_6,Curso_7,Curso_8,PobIndigen,ind_Mapuch,ind_Aymara,ind_RapaNu,ind_LicanA,ind_Quechu,ind_Colla,ind_Diagui,ind_Kawesq,ind_Yagan_,ind_Otros,indG_Mapuc,indG_Aymar,indG_RapaN,indG_Lican,indG_Quech,indG_Colla,indG_Diagu,indG_Kawes,indG_Yagan,indG_Otros,ind_o_Lafq,ind_o_Pehu,ind_o_Huil,ind_o_Picu,ind_o_Chan,ind_o_Chon,ind_o_Ona,ind_o_Tehu,ind_o_AL,ind_o_Mund,ind_o_Afro,ind_o_Otro,ind_o_NoDe,Trabajo_1,Trabajo_2,Trabajo_3,Trabajo_4,Trabajo_5,Trabajo_6,Trabajo_7,Trabajo_8
8103,8103062901,8103062901,VALLE NONGUÉN,Zona,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,CHIGUAYANTE,40387,45321,6390,5855,5833,6743,7254,6599,5370,5006,5806,6184,6329,5270,4193,3220,2318,1576,911,557,294,246,116,134,131,27824,53257,3088,5091,6761,10755,9983,25339,8976,5295,2320,5725,7491,7038,49,16,3,7,6,31,7,5,329,7078,49,16,3,7,6,31,7,5,289,3,12,25,0,0,2,4,5,10,6,6,0,256,34235,555,1493,3118,9906,8448,7305,2580
8104,8104062901,8104062901,VILLAMÁVIDA,Zona,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,FLORIDA,5367,5222,666,638,639,582,672,645,647,554,749,826,837,796,666,561,439,315,185,122,50,17,12,9,2,2579,7073,684,526,748,1134,1188,2647,734,976,332,1175,432,398,5,1,0,0,1,0,0,0,27,403,5,1,0,0,1,0,0,0,22,0,0,5,0,0,0,0,0,0,1,0,0,21,3771,247,204,271,686,1749,1310,310
8105,8105102046,8105102046,VEGAS DE DIUCA,Zona,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,HUALQUI,11820,12467,2028,1853,1813,1742,1885,1742,1639,1458,1625,1700,1768,1431,1068,851,670,456,318,156,84,42,20,17,10,7514,15005,1390,1564,2004,2774,2589,6924,1564,1678,762,2519,1869,1772,11,2,0,1,0,5,0,2,76,1778,11,2,0,1,0,5,0,2,70,0,2,1,3,0,0,0,3,0,3,2,0,62,8850,244,341,781,2168,3165,2314,811
8106,8106062901,8106062901,LOTA BAJO 2,Zona,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,LOTA,20860,22520,3469,2909,2966,3143,3413,3032,2445,2223,2844,3254,3352,2882,2380,1729,1446,893,544,320,136,85,43,24,23,13127,27472,1919,2838,3586,5454,4750,12699,2870,2767,1348,4001,5237,4982,54,7,1,27,2,7,5,0,152,4989,54,7,1,27,2,7,5,0,145,0,4,3,0,0,0,1,0,9,2,4,0,129,15140,204,688,2162,4182,4961,4979,1490
8107,8107062901,8107062901,PRIMER AGUA,Zona,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,PENCO,22517,24668,3751,3235,3152,3500,3554,3725,3033,2767,3137,3262,3507,3016,2381,1912,1414,881,514,307,137,82,37,31,23,14497,30173,1790,3004,3791,5810,5248,14385,3859,3089,1284,3630,4176,3961,21,8,6,9,3,12,3,0,153,3978,21,8,6,9,3,12,3,0,136,1,6,10,0,0,2,0,0,1,5,3,0,125,18007,230,800,1693,4673,5430,4849,1337
8108,8108062002,8108062002,SAN PEDRO 6,Zona,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,SAN PEDRO DE LA PAZ,58982,64723,11274,9826,9052,9191,9218,9538,9358,9597,9747,8169,7499,6171,4943,3900,2636,1666,1054,593,273,757,323,216,210,42092,75064,4714,9363,9653,16295,13963,32446,14760,8048,3673,7948,11545,10868,93,22,15,32,11,44,14,2,444,10901,93,22,15,32,11,44,14,2,411,2,12,19,0,2,0,5,0,4,11,13,0,376,50905,645,2184,4146,13087,11359,8532,3213
8109,8109112020,8109112020,VAQUERÍA,Zona,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,SANTA JUANA,6723,6981,1078,1004,899,918,929,971,808,776,910,971,1020,866,692,577,516,356,229,120,64,9,4,2,4,3971,8518,944,871,1084,1544,1431,3422,988,1168,430,1467,1251,1200,4,1,0,0,1,1,1,0,43,1202,4,1,0,0,1,1,1,0,41,0,0,2,0,0,0,0,0,0,0,0,0,41,4640,326,197,409,1087,2078,1598,374
8110,8110171003,8110171003,ZUNICO 3,Zona,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,TALCAHUANO,68700,74082,10740,9390,9030,11452,11843,10898,9522,8401,9173,9274,10231,9423,7643,5468,3969,2770,1899,1165,491,435,136,140,95,44648,89921,5333,8245,11441,18796,17654,42864,13255,8262,3305,9506,11660,10749,169,36,11,22,12,74,36,20,531,10841,169,36,11,22,12,74,36,20,439,3,15,73,1,0,2,10,5,15,17,5,0,385,53896,806,2890,5522,15950,16036,13862,4512
8111,8111112040,8111112040,VEGUILLAS,Zona,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,TOMÉ,24731,27793,4065,3407,3448,3635,3795,3737,3292,3219,3409,3719,3776,3379,2705,2248,1885,1239,837,470,259,133,46,39,45,15117,34027,2255,3044,4015,6190,5706,15982,4475,3670,1305,4344,3386,3124,35,9,3,5,4,11,4,6,185,3150,35,9,3,5,4,11,4,6,159,6,7,13,0,0,0,0,1,14,4,6,0,134,19488,410,960,1958,4847,5708,6317,1743
8112,8112061004,8112061004,RAMUNTCHO 6,Zona,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,HUALPÉN,43348,48144,6933,5940,5729,6864,7612,7067,5877,5684,6197,6404,6679,5399,4402,3442,2908,2101,1293,718,243,263,127,91,72,28498,58263,3156,5501,7306,11954,11347,28472,8371,5357,2138,5503,8360,7873,45,19,10,11,11,29,12,7,343,7915,45,19,10,11,11,29,12,7,301,1,4,35,2,0,1,3,2,13,3,3,0,276,35681,495,1747,3813,9716,9504,9202,2571
8201,8201102012,8201102012,YENECO,Zona,8,REGIÓN DEL BIOBÍO,82,ARAUCO,LEBU,12420,13074,2318,1870,1987,1722,1679,1904,1763,1686,1828,1811,1654,1431,1258,878,674,458,306,192,75,42,11,9,10,7386,16169,1400,1777,2059,2804,2634,6408,1992,1474,921,3189,7182,6915,26,4,0,9,0,2,5,0,221,6942,26,4,0,9,0,2,5,0,194,16,0,11,0,0,0,0,0,17,1,0,0,176,9280,246,499,610,1774,3441,2686,749
8202,8202092030,8202092030,TUBUL,Zona,8,REGIÓN DEL BIOBÍO,82,ARAUCO,ARAUCO,17840,18371,2977,2705,2670,2542,2463,2741,2560,2344,2613,2640,2516,2059,1675,1274,946,677,425,256,128,43,33,21,14,11007,22236,1959,2350,2740,4133,3651,9889,2733,2389,1121,3783,6036,5784,18,2,1,1,1,3,0,1,225,5791,18,2,1,1,1,3,0,1,218,1,2,4,0,0,0,0,0,1,2,0,0,215,13146,350,581,1258,2906,4887,3246,1283
8203,8203122035,8203122035,TUCAPEL ALTO,Zona,8,REGIÓN DEL BIOBÍO,82,ARAUCO,CAÑETE,16586,17855,3137,2693,2760,2254,2260,2481,2344,2365,2394,2241,2186,1921,1611,1262,996,691,476,251,118,89,28,13,11,9788,21200,2379,2070,2665,3896,3465,8482,2799,2134,1441,3793,12239,11940,17,0,2,36,2,11,2,0,229,11947,17,0,2,36,2,11,2,0,222,3,0,4,0,0,0,0,0,18,3,0,0,201,11846,785,513,1093,2265,5008,2998,1133
8204,8204042901,8204042901,TRICAUCO,Zona,8,REGIÓN DEL BIOBÍO,82,ARAUCO,CONTULMO,3028,3003,446,422,465,348,377,382,407,400,408,433,420,395,322,241,227,158,106,50,24,4,3,2,3,1554,3975,382,314,465,602,627,1483,502,518,228,739,1768,1748,0,0,1,0,0,0,0,0,19,1749,0,0,1,0,0,0,0,0,18,0,0,1,0,0,0,0,0,1,0,0,0,17,2180,141,96,219,361,826,695,171
8205,8205092901,8205092901,TRONGOL BAJO,Zona,8,REGIÓN DEL BIOBÍO,82,ARAUCO,CURANILAHUE,15813,16440,2757,2343,2347,2258,2142,2292,2138,2209,2304,2185,2242,2003,1668,1187,856,566,421,233,102,25,14,15,10,9369,20334,1936,2121,2449,3619,3537,9205,2200,1913,1044,3251,4708,4498,30,7,0,0,6,2,1,3,161,4505,30,7,0,0,6,2,1,3,154,1,3,3,0,0,0,0,0,0,2,0,0,152,11675,203,490,1534,2571,4082,3398,796
8206,8206052016,8206052016,TRONGOL BAJO,Zona,8,REGIÓN DEL BIOBÍO,82,ARAUCO,LOS ÁLAMOS,10190,10824,1956,1789,1714,1423,1349,1503,1408,1387,1498,1444,1358,1144,999,721,495,348,245,161,72,19,11,14,8,6432,12830,1301,1541,1633,2394,2126,5478,1463,1256,852,2367,5690,5553,15,2,0,0,1,2,0,0,117,5558,15,2,0,0,1,2,0,0,112,0,0,5,0,0,0,1,0,2,0,0,0,109,7101,199,320,858,1467,2971,1904,638
8207,8207042042,8207042042,TRANICURA,Zona,8,REGIÓN DEL BIOBÍO,82,ARAUCO,TIRÚA,5155,5178,978,899,834,728,778,732,787,763,681,684,585,519,449,319,244,159,104,66,24,5,1,5,0,3122,6138,840,658,827,1034,994,2282,768,714,429,1486,7296,7239,2,0,1,0,0,0,1,0,53,7242,2,0,1,0,0,0,1,0,50,1,0,2,0,0,0,0,0,1,0,0,0,49,3331,396,117,397,712,1707,675,296
8301,8301211008,8301211008,VIRQUENCO 1,Zona,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,LOS ÁNGELES,97695,104096,17302,15184,14923,14564,14865,15266,13932,13355,14627,14350,13296,11055,8631,6846,5453,3686,2449,1356,651,914,337,195,192,61797,126450,9703,13226,14848,23383,19580,61659,18104,12249,6754,16761,12339,10911,128,36,9,66,14,55,25,9,1086,11433,128,36,9,66,14,55,25,9,564,1,446,73,2,1,0,2,0,40,32,23,0,466,78600,1481,3798,7161,16231,23730,18280,5145
8302,8302042901,8302042901,VILLA PELUCA,Zona,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,ANTUCO,1951,2083,299,271,297,265,271,238,241,227,252,279,300,239,239,173,172,128,73,50,20,17,4,10,6,1031,2662,260,181,287,465,361,1130,292,318,152,448,276,240,1,1,3,1,0,0,1,0,29,256,1,1,3,1,0,0,1,0,13,0,15,1,0,0,0,0,0,1,0,0,0,12,1146,58,78,223,296,715,536,125
8303,8303052901,8303052901,VILORIO,Zona,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,CABRERO,14165,14396,2223,2001,2071,2015,2040,2018,1869,1873,2063,2137,2080,1620,1339,1098,848,605,355,207,99,115,20,13,13,8258,18099,1623,1677,2034,3115,3011,8663,1949,1844,1038,2818,1714,1547,11,7,3,34,6,13,0,1,92,1557,11,7,3,34,6,13,0,1,82,0,1,9,0,1,0,2,0,5,2,0,0,72,9653,214,455,1257,2261,4518,3086,834
8304,8304052901,8304052901,VILLA LAJA,Zona,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,LAJA,10679,11577,1871,1635,1635,1569,1445,1451,1287,1338,1432,1667,1592,1368,1177,986,753,515,297,172,66,40,21,21,11,6606,13851,1414,1448,1724,2436,2221,6568,1683,1518,704,1925,1690,1565,16,2,5,7,1,17,3,0,74,1570,16,2,5,7,1,17,3,0,69,0,3,2,0,1,0,0,0,0,0,0,0,68,6679,188,394,1128,1778,3701,2424,774
8305,8305152901,8305152901,TRES VIENTOS,Zona,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,MULCHÉN,14579,15012,2384,2247,2136,2145,2177,2121,1887,1794,1955,2044,1980,1663,1438,1158,935,701,431,269,126,43,11,14,10,8658,18733,1707,1925,2265,3311,2905,8229,2007,2048,1037,3432,3438,3253,26,0,0,1,1,2,1,1,153,3295,26,0,0,1,1,2,1,1,111,0,21,21,0,0,0,0,0,0,1,0,0,110,10267,280,524,1014,2179,4178,3428,948
8306,8306072034,8306072034,TAMBILLO,Zona,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,NACIMIENTO,12857,13284,2140,2031,1933,1835,1857,1809,1580,1692,1776,1809,1854,1627,1280,920,813,541,351,198,95,28,10,5,10,8018,15998,1741,1630,2019,3079,2575,7861,1794,1755,842,2365,1626,1498,18,25,1,2,2,10,10,0,60,1506,18,25,1,2,2,10,10,0,52,0,8,0,0,0,2,0,0,4,0,0,0,46,8272,328,457,1092,2235,4223,2673,873
8307,8307032017,8307032017,VAQUERÍA,Zona,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,NEGRETE,4809,4919,823,719,726,648,716,687,580,577,658,691,680,580,498,364,314,219,137,75,36,7,1,12,3,2750,6145,650,617,687,1024,916,2706,700,670,391,1066,799,744,13,3,0,0,0,4,0,1,34,748,13,3,0,0,0,4,0,1,30,0,1,3,0,0,0,0,0,0,0,0,0,30,3126,134,185,401,695,1577,1098,245
8308,8308042901,8308042901,VAITEA,Zona,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,QUILACO,1973,1961,281,250,227,235,232,257,182,220,236,263,293,272,245,217,216,155,88,48,17,0,1,0,1,954,2667,235,219,227,452,357,1111,265,310,137,516,454,393,1,0,0,0,0,1,1,0,58,431,1,0,0,0,0,1,1,0,20,0,38,0,0,0,0,0,0,0,0,0,0,20,1211,80,60,139,249,644,659,105
8309,8309062901,8309062901,VILLA MERCEDES 2,Zona,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,QUILLECO,4704,4853,639,655,671,623,685,586,485,505,696,710,654,600,482,501,431,305,180,97,52,12,11,2,4,2587,6313,522,479,719,1102,966,2929,536,688,392,1019,401,371,0,1,0,1,0,0,0,0,28,388,0,1,0,1,0,0,0,0,11,0,17,0,0,0,0,0,0,1,0,0,0,10,2895,144,147,400,653,1704,1377,273
8310,8310032901,8310032901,VEGA VERDE,Zona,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,SAN ROSENDO,1632,1731,239,241,226,225,216,189,165,194,213,242,253,248,189,170,162,107,48,29,7,7,2,1,1,858,2304,165,181,220,415,350,992,268,302,100,302,148,130,7,0,0,0,0,1,0,0,10,134,7,0,0,0,0,1,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,6,905,35,51,201,238,594,472,155
8311,8311082016,8311082016,VILLUCURA,Zona,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,SANTA BÁRBARA,6682,7048,1140,1008,1036,965,970,937,943,798,823,888,938,795,708,559,498,342,176,146,60,10,12,5,5,4103,8481,889,881,994,1449,1316,3860,995,1017,510,1470,1967,1200,21,3,2,3,0,3,0,0,735,1872,21,3,2,3,0,3,0,0,63,0,669,3,0,0,0,0,0,0,1,0,0,62,4453,196,218,589,1029,2030,1610,401
8312,8312052901,8312052901,VILLA RASTROJOS,Zona,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,TUCAPEL,6868,7252,1048,1032,977,902,950,903,910,837,892,991,994,850,779,655,515,408,246,163,68,17,1,10,8,3895,9261,649,852,1030,1474,1347,4281,1057,1092,483,1514,641,586,9,5,0,0,0,8,0,1,32,593,9,5,0,0,0,8,0,1,25,0,3,4,0,0,0,0,0,0,0,0,0,25,4633,135,223,559,1015,2187,1841,365
8313,8313092086,8313092086,YUMBEL 2,Zona,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,YUMBEL,10446,10722,1403,1349,1321,1345,1182,1317,1257,1352,1461,1606,1541,1477,1222,1030,875,709,378,235,108,57,10,8,13,5343,14131,1270,1009,1475,2266,2199,6168,1602,1622,734,2166,1022,929,10,1,1,0,1,10,1,2,67,941,10,1,1,0,1,10,1,2,55,0,6,6,0,0,0,1,0,1,3,0,0,50,6733,400,301,756,1433,3362,3108,862
8314,8314042901,8314042901,TRAPA TRAPA,Localidad,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,ALTO BIOBÍO,2979,2844,686,586,483,389,442,482,476,357,382,329,316,298,174,159,105,81,49,23,6,18,8,8,4,1900,2853,898,367,449,543,420,1168,392,493,306,583,4899,887,2,0,0,1,0,1,0,0,4008,4846,2,0,0,1,0,1,0,0,49,1,3953,5,0,0,0,0,2,0,4,0,0,43,1423,162,64,221,265,1373,315,162
9101,9101191006,9101191006,ÑIELOL 2,Zona,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,TEMUCO,133856,147691,22462,18486,18268,23983,26717,23278,20222,18129,19430,18136,17481,14764,11951,9260,7136,5229,3422,2125,1068,1920,826,903,761,94478,170636,10422,17572,21380,33979,30698,82513,34195,16478,7651,17495,68130,65641,164,57,25,72,29,84,41,18,1999,66073,164,57,25,72,29,84,41,18,1567,11,37,380,4,1,6,19,16,52,55,18,0,1400,115806,2348,4947,9036,33714,25267,22438,7892
9102,9102122057,9102122057,VILLA LAS DAMAS,Zona,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,CARAHUE,9784,9619,1553,1457,1448,1273,1146,1185,1132,1117,1239,1349,1309,1254,1085,900,762,564,349,190,91,24,8,15,14,5327,12237,1363,1085,1514,2014,1964,4789,1382,1681,722,2093,8526,8363,16,2,1,2,0,0,1,0,141,8369,16,2,1,2,0,0,1,0,135,0,6,0,0,0,0,0,0,0,0,0,0,135,5686,965,265,453,1206,3520,2006,671
9103,9103132038,9103132038,VILLA GARCÍA,Zona,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,CUNCO,8621,8652,1316,1155,1142,1142,1076,1038,955,901,1187,1226,1208,1090,1016,878,728,570,343,196,106,64,37,49,38,4473,11455,940,968,1153,1781,1675,4862,1169,1580,687,1914,5336,5195,4,1,0,1,0,4,1,0,130,5202,4,1,0,1,0,4,1,0,123,0,0,7,0,0,0,0,0,1,0,0,0,122,5518,399,250,505,1122,3014,2198,553
9104,9104022011,9104022011,TRANCURA,Zona,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,CURARREHUE,3751,3610,691,608,553,495,502,540,512,486,453,502,441,375,342,274,208,191,110,52,26,67,50,39,33,2097,4587,429,526,556,737,765,1718,490,512,335,936,4936,4868,3,0,0,0,1,1,0,0,63,4872,3,0,0,0,1,1,0,0,59,0,4,0,0,0,0,2,0,0,1,0,0,56,2341,316,140,178,362,1234,637,245
9105,9105092045,9105092045,ZANJA,Zona,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,FREIRE,12295,12094,1729,1710,1840,1818,1646,1563,1423,1352,1725,1786,1704,1592,1276,1036,868,604,411,207,99,40,19,43,35,6650,15735,1278,1204,1868,2706,2379,6463,1663,1856,1069,2917,13171,12985,10,1,2,0,0,9,2,0,162,13002,10,1,2,0,0,9,2,0,145,0,2,15,0,0,0,0,0,1,0,1,0,143,7999,723,359,685,1883,4192,2318,720
9106,9106092901,9106092901,ÑIELOL,Zona,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,GALVARINO,5994,5920,1044,883,924,786,797,739,723,704,758,782,827,769,544,489,411,325,215,123,71,13,3,2,6,3305,7056,1190,678,866,1212,1198,2837,763,839,500,1256,8261,8166,3,2,0,1,1,0,1,0,87,8167,3,2,0,1,1,0,1,0,86,0,1,0,0,0,0,0,0,0,0,0,0,86,3126,420,169,411,707,2296,1283,454
9107,9107092901,9107092901,TERCERA FAJA,Zona,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,GORBEA,6943,7465,993,924,909,946,999,946,849,834,912,1049,1052,947,771,678,600,448,277,170,104,46,31,22,40,3890,9613,606,832,1092,1475,1433,4094,1062,1317,558,1427,2701,2601,10,1,0,0,0,3,1,1,84,2611,10,1,0,0,0,3,1,1,74,0,0,10,0,0,0,0,0,2,0,9,0,63,4946,302,247,508,1133,2061,1916,406
9108,9108142044,9108142044,ÑERECO,Zona,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,LAUTARO,18242,19372,3328,2831,2765,2869,2916,2767,2508,2341,2682,2535,2271,2064,1620,1305,1109,761,528,276,138,102,37,64,42,11370,22634,2141,2451,2665,4105,3656,11003,2718,2189,1221,3515,14344,13985,11,4,0,7,5,8,4,0,320,14013,11,4,0,7,5,8,4,0,292,1,5,22,0,0,0,0,0,0,5,4,0,283,12547,532,585,1282,2911,5601,3310,1350
9109,9109112039,9109112039,ÑUBLE,Zona,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,LONCOCHE,11465,12062,1910,1763,1695,1586,1421,1477,1480,1370,1610,1567,1718,1466,1228,1050,819,598,425,227,117,59,31,31,42,6687,15155,1156,1540,1847,2576,2318,6435,1669,1849,842,2593,7782,7571,28,4,0,2,2,0,0,0,175,7590,28,4,0,2,2,0,0,0,156,0,0,19,0,0,0,0,0,0,3,6,0,147,7534,491,341,794,1684,3802,2670,820
9110,9110022015,9110022015,TRACURA,Zona,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,MELIPEUCO,3051,3002,455,452,380,378,348,386,369,336,422,419,394,393,324,321,248,200,118,76,34,55,29,40,17,1588,3987,342,352,406,580,542,1644,427,534,232,689,3163,3104,0,0,0,0,0,2,1,0,56,3113,0,0,0,0,0,2,1,0,47,0,7,2,0,0,0,0,0,0,0,0,0,47,1742,131,106,230,366,1185,781,198
9111,9111112901,9111112901,VILLA DIEGO DE ALMAGRO,Zona,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,NUEVA IMPERIAL,15799,16581,2612,2479,2444,2406,2347,2191,1964,1855,2115,2093,2115,1887,1553,1339,1092,830,556,331,171,69,27,41,39,10165,19715,1890,2003,2737,3638,3510,9176,2359,2150,1126,2887,18224,17950,18,1,2,2,1,9,2,0,239,17961,18,1,2,2,1,9,2,0,228,1,4,6,0,0,0,0,0,0,3,9,0,216,10476,924,425,940,2753,4877,3311,1046
9112,9112102110,9112102110,ÑIRRIMAPU,Zona,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,PADRE LAS CASAS,36940,39070,6879,5945,5702,6093,6348,5688,5372,4796,5399,5169,4865,3810,3128,2319,1766,1309,805,412,205,176,105,170,142,24734,45202,4006,5010,5687,8452,7625,22586,5861,4513,2479,6689,37142,36514,34,19,2,9,5,13,2,4,540,36600,34,19,2,9,5,13,2,4,454,1,6,78,1,3,1,0,0,2,1,3,0,444,27609,1156,1116,2554,6765,9991,5413,2341
9113,9113042012,9113042012,SAN MIGUEL,Zona,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,PERQUENCO,3394,3508,578,515,497,506,488,446,400,401,509,489,481,404,341,254,215,188,116,60,14,16,1,8,3,1956,4453,420,458,552,757,691,1858,496,572,292,712,3514,3467,6,0,0,0,2,2,0,0,37,3471,6,0,0,0,2,2,0,0,33,0,0,4,0,0,0,0,0,0,0,0,0,33,2337,77,105,211,565,1186,699,192
9114,9114072029,9114072029,TRAPEHUE,Zona,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,PITRUFQUÉN,12056,12766,1838,1690,1728,1730,1671,1599,1552,1448,1803,1740,1775,1501,1255,1058,906,647,463,261,157,55,39,57,48,7220,15970,1055,1524,1807,2821,2444,7238,1978,1829,860,2440,8423,8203,7,4,0,2,1,4,5,0,197,8215,7,4,0,2,1,4,5,0,185,0,2,10,0,0,0,0,0,3,0,0,0,182,8689,463,369,714,1996,3575,2686,827
9115,9115062023,9115062023,VILLA SAN PEDRO,Zona,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,PUCÓN,12124,12329,2182,1810,1721,1602,1700,2004,1902,1828,1846,1640,1562,1271,989,824,664,452,239,143,74,477,201,196,146,6520,15957,1170,1491,1570,2871,2430,7099,2161,1580,780,2317,7075,6829,18,9,3,3,10,6,6,2,189,6843,18,9,3,3,10,6,6,2,175,0,4,9,1,1,1,1,0,5,3,1,0,163,10031,417,579,756,1392,2769,1776,932
9116,9116042901,9116042901,ÑASQUI,Zona,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,SAAVEDRA,6089,6291,1019,960,884,702,706,743,743,715,774,833,880,828,700,570,456,384,247,143,93,20,5,8,3,3146,7943,902,712,910,1216,1249,3042,918,1038,573,1314,9863,9777,0,3,1,7,0,1,0,0,74,9780,0,3,1,7,0,1,0,0,71,3,0,0,0,0,0,0,0,1,4,0,0,66,3309,800,141,291,568,2555,1290,334
9117,9117082040,9117082040,YENEHUE,Zona,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,TEODORO SCHMIDT,7517,7511,1177,1046,1008,773,858,939,868,876,1043,1099,1136,1019,833,749,604,432,325,166,77,18,17,10,22,3551,10239,951,856,1041,1442,1526,3560,1052,1337,741,2050,7979,7850,4,4,0,2,2,0,0,0,117,7870,4,4,0,2,2,0,0,0,97,10,1,8,1,0,0,0,0,1,0,0,0,96,4621,670,169,375,708,3167,1601,421
9118,9118072901,9118072901,VILLA LOS BOLDOS,Zona,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,TOLTÉN,4880,4838,698,699,727,585,493,610,539,537,727,709,777,661,510,435,361,283,200,113,54,9,15,14,18,2479,6551,516,553,732,970,995,2469,740,873,429,1184,4200,4109,6,1,0,0,2,1,0,0,81,4115,6,1,0,0,2,1,0,0,75,1,0,5,0,0,0,0,0,0,0,0,0,75,3008,313,138,234,586,1978,1016,341
9119,9119112901,9119112901,WALDECK,Zona,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,VILCÚN,13795,14213,2411,2217,2158,2106,2077,1940,1791,1878,2024,1955,1789,1475,1229,947,794,571,365,205,76,59,53,43,44,8536,17140,1556,1745,2089,3060,2645,7757,2077,1927,1026,2881,9788,9584,4,10,0,1,0,6,2,0,181,9600,4,10,0,1,0,6,2,0,165,3,5,8,0,0,0,0,0,2,4,0,0,159,9519,563,410,863,2269,4122,2418,871
9120,9120122049,9120122049,ÑANCUL,Zona,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,VILLARRICA,26965,28075,4621,4042,3955,3803,3799,4101,3739,3537,3804,4029,3739,3120,2524,2134,1598,1097,756,420,222,313,217,301,262,15415,35720,2397,3510,3962,6270,5507,15942,4970,3694,1745,5116,14895,14343,34,13,15,16,2,13,8,5,446,14384,34,13,15,16,2,13,8,5,405,2,2,35,2,0,0,3,0,3,6,3,1,389,21186,871,1090,1710,3778,6822,4854,1846
9121,9121052901,9121052901,ÑANCULEO,Zona,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,CHOLCHOL,5764,5818,988,884,1013,916,755,720,726,676,707,745,701,667,549,432,385,306,222,129,61,27,15,10,13,3801,6489,906,757,859,1209,1067,3007,752,789,480,1052,8730,8633,6,0,0,3,0,0,0,0,88,8638,6,0,0,3,0,0,0,0,83,0,4,1,0,0,0,0,0,0,0,0,0,83,3191,535,141,299,835,2039,966,442
9201,9201161003,9201161003,VEGAS BLANCAS,Zona,9,REGIÓN DE LA ARAUCANÍA,92,MALLECO,ANGOL,25438,27521,4545,3892,3718,3439,3559,4026,3683,3400,3553,3540,3562,3152,2605,1970,1603,1219,804,491,198,172,48,54,32,15377,33760,2633,3679,3737,5980,5383,15619,4677,3473,1591,4761,6768,6416,28,6,8,14,8,11,3,0,274,6430,28,6,8,14,8,11,3,0,260,0,2,12,0,0,0,2,0,6,3,6,0,243,20524,510,921,1929,3584,5990,5505,1874
