COD_COMUNA,COD_ZonLoc,Clave,Nombre,Tipo,COD_REGION,REGION,COD_PROVIN,PROVINCIA,NOMBRE_COM,PobTotH,PobTotM,Pob_0_5,Pob_6_10,Pob_11_15,Pob_16_20,Pob_21_25,Pob_26_30,Pob_31_35,Pob_36_40,Pob_41_45,Pob_46_50,Pob_51_55,Pob_56_60,Pob_61_65,Pob_66_70,Pob_71_75,Pob_76_80,Pob_81_85,Pob_86_90,Pob_mayor_,Emig_10_17,Emig_00_09,Emig_90_99,Emig_ant90,AsisEdu_SI,AsisEdu_NO,AsisEdu_Nu,Curso_0,Curso_1,Curso_2,Curso_3,Curso_4,Curso_5,Curso_6,Curso_7,Curso_8,PobIndigen,ind_Mapuch,ind_Aymara,ind_RapaNu,ind_LicanA,ind_Quechu,ind_Colla,ind_Diagui,ind_Kawesq,ind_Yagan_,ind_Otros,indG_Mapuc,indG_Aymar,indG_RapaN,indG_Lican,indG_Quech,indG_Colla,indG_Diagu,indG_Kawes,indG_Yagan,indG_Otros,ind_o_Lafq,ind_o_Pehu,ind_o_Huil,ind_o_Picu,ind_o_Chan,ind_o_Chon,ind_o_Ona,ind_o_Tehu,ind_o_AL,ind_o_Mund,ind_o_Afro,ind_o_Otro,ind_o_NoDe,Trabajo_1,Trabajo_2,Trabajo_3,Trabajo_4,Trabajo_5,Trabajo_6,Trabajo_7,Trabajo_8
5101,5101262006,5101262006,WADDINGTON 9,Zona,5,REGIÓN DE VALPARAÍSO,51,VALPARAÍSO,VALPARAÍSO,142875,150322,21227,17455,17374,23663,27503,24510,20353,18000,17919,17927,18877,17499,14309,11870,9421,6533,4584,2914,1259,3437,930,891,646,90555,186298,10168,16204,23317,36979,33707,91870,27516,20169,6530,16506,19821,16181,913,189,102,157,78,921,50,24,1206,16343,913,189,102,157,78,921,50,24,1044,0,17,124,21,35,15,32,7,88,61,50,1,755,121486,2287,5659,9558,31581,23740,29790,11598
5102,5102132901,5102132901,VALLE HERMOSO ARRIBA,Zona,5,REGIÓN DE VALPARAÍSO,51,VALPARAÍSO,CASABLANCA,13315,13498,2170,1829,1761,1912,2045,2070,1803,1750,1879,1902,1870,1603,1220,926,795,572,379,226,101,308,89,51,53,7708,17512,1132,1712,1910,3009,2957,8334,2002,1823,756,2221,1669,1476,57,15,4,4,2,19,1,2,89,1500,57,15,4,4,2,19,1,2,65,0,1,17,6,0,0,1,0,4,3,1,0,56,11484,222,532,756,2184,2899,2195,779
5103,5103022002,5103022002,REÑACA ALTO,Zona,5,REGIÓN DE VALPARAÍSO,51,VALPARAÍSO,CONCÓN,20287,21801,3219,2817,2754,3393,3349,3151,2678,2664,2912,2871,3064,2686,1988,1552,1221,831,518,283,137,891,394,216,234,13250,26795,1346,2609,3388,5728,4774,11365,5279,3035,1158,2287,2288,1796,72,22,9,38,11,114,6,2,218,1811,72,22,9,38,11,114,6,2,203,0,1,14,0,11,3,6,0,18,12,12,1,140,18304,325,769,1294,4489,3618,3333,1268
5104,5104012901,5104012901,ISLA ROBINSON CRUSOE,Localidad,5,REGIÓN DE VALPARAÍSO,51,VALPARAÍSO,JUAN FERNÁNDEZ,484,423,78,67,54,34,43,100,100,77,61,56,53,63,54,22,17,14,6,4,4,15,10,2,6,206,668,20,69,50,103,94,271,99,75,34,73,59,40,9,1,0,4,0,1,0,0,4,42,9,1,0,4,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,2,509,5,22,18,29,90,16,20
5105,5105082010,5105082010,SAN ANTONIO 1,Zona,5,REGIÓN DE VALPARAÍSO,51,VALPARAÍSO,PUCHUNCAVÍ,9338,9162,1424,1296,1201,1138,1288,1296,1305,1123,1207,1231,1321,1189,998,847,663,449,313,161,50,257,64,45,39,4948,12327,735,1142,1340,2217,2017,5787,1337,1275,529,1493,1143,959,55,6,3,1,9,37,4,2,67,968,55,6,3,1,9,37,4,2,58,0,2,5,2,0,0,0,0,1,3,3,0,51,7567,163,386,580,1325,1977,1949,588
5107,5107032015,5107032015,VALLE ALEGRE,Zona,5,REGIÓN DE VALPARAÍSO,51,VALPARAÍSO,QUINTERO,15419,15867,2580,2253,2115,2337,2275,2210,2057,1932,2019,2004,2134,1921,1527,1249,1108,765,458,241,101,445,104,87,78,9022,20038,1378,1954,2566,3987,3439,9268,2310,2019,885,2202,2229,1870,85,20,8,13,19,70,3,3,138,1878,85,20,8,13,19,70,3,3,130,1,2,5,0,6,0,5,0,5,2,6,2,104,12132,234,605,1105,2472,3375,3138,1076
5109,5109211004,5109211004,ÁLVAREZ 5,Zona,5,REGIÓN DE VALPARAÍSO,51,VALPARAÍSO,VIÑA DEL MAR,154741,171197,21908,18047,18285,27107,31204,27089,22180,19427,18868,19055,21146,20122,16334,13494,11304,8438,6248,3889,1793,5261,1651,1317,1368,100260,208228,10043,16912,25438,43022,38288,95918,36575,23153,7581,17138,20018,15943,812,267,142,178,140,1018,72,27,1419,16135,812,267,142,178,140,1018,72,27,1227,0,16,164,12,24,10,48,12,68,62,56,1,946,136794,2372,6492,10235,38624,26335,34139,10659
5201,5201022901,5201022901,VAITEA,Zona,5,REGIÓN DE VALPARAÍSO,52,ISLA DE PASCUA,ISLA DE PASCUA,3748,3843,659,569,506,367,539,928,796,642,582,465,467,366,287,212,109,56,26,12,3,263,78,50,44,1879,5138,260,508,453,991,881,2366,834,370,208,304,3892,330,14,3435,1,3,6,8,2,1,92,333,14,3435,1,3,6,8,2,1,89,0,1,2,0,2,0,2,1,17,16,1,0,50,4267,116,295,77,259,307,180,252
5301,5301061007,5301061007,VILCUYA,Zona,5,REGIÓN DE VALPARAÍSO,53,LOS ANDES,LOS ANDES,32638,33117,5325,4387,4446,4778,4737,5096,4624,4685,4565,4324,4392,3835,3185,2570,2014,1161,844,547,240,1029,266,170,150,18659,42788,2390,4027,4300,7746,7015,21663,5692,3989,1581,4383,3611,2711,196,38,30,33,52,275,7,11,258,2726,196,38,30,33,52,275,7,11,243,0,4,10,1,2,2,4,0,16,10,19,0,190,27362,474,1950,2320,4524,6260,5737,2482
5302,5302052013,5302052013,VALLE ALEGRE,Zona,5,REGIÓN DE VALPARAÍSO,53,LOS ANDES,CALLE LARGA,7319,7497,1406,1144,1005,1000,997,1212,1071,1000,937,983,1041,838,627,515,423,279,183,100,55,88,32,29,34,4310,9369,675,1051,988,1603,1328,4796,1038,982,418,1253,843,647,45,8,3,3,2,88,3,0,44,652,45,8,3,3,2,88,3,0,39,0,1,4,0,0,0,0,0,2,0,0,0,37,5965,109,314,481,942,1655,1166,446
5303,5303042901,5303042901,VALLE ALEGRE 1,Zona,5,REGIÓN DE VALPARAÍSO,53,LOS ANDES,RINCONADA,5114,5064,935,845,710,646,659,776,713,791,691,759,659,538,426,352,271,196,132,51,28,87,22,28,16,3106,6513,401,826,754,1185,1081,2719,797,750,373,1026,676,517,46,2,5,12,7,48,1,1,37,522,46,2,5,12,7,48,1,1,32,0,3,2,0,0,0,0,1,1,5,0,0,25,4256,87,199,335,682,1005,799,314
5304,5304092025,5304092025,TOCORNAL,Zona,5,REGIÓN DE VALPARAÍSO,53,LOS ANDES,SAN ESTEBAN,9294,9539,1697,1399,1263,1247,1218,1410,1375,1220,1317,1304,1368,1073,863,690,546,400,233,143,67,98,47,29,45,5371,12090,871,1343,1281,2040,1928,5634,1487,1319,527,1676,994,795,71,8,5,9,7,47,0,1,51,800,71,8,5,9,7,47,0,1,46,0,0,4,1,0,0,0,0,1,1,1,0,43,7551,117,414,609,1264,2287,1639,484
5401,5401132002,5401132002,VALLE HERMOSO,Zona,5,REGIÓN DE VALPARAÍSO,54,PETORCA,LA LIGUA,17197,17927,2844,2418,2370,2070,2211,2621,2439,2127,2454,2420,2716,2231,1763,1450,1187,890,539,280,94,276,54,52,49,9104,23557,1677,2243,2274,3865,3614,10519,2665,2435,1062,3605,2675,1492,271,9,5,23,21,640,0,0,214,1506,271,9,5,23,21,640,0,0,200,0,0,5,9,7,1,0,0,9,11,7,0,165,14503,385,594,1132,2179,3834,3558,1161
5402,5402142009,5402142009,SAN LORENZO,Zona,5,REGIÓN DE VALPARAÍSO,54,PETORCA,CABILDO,9444,9903,1602,1501,1463,1253,1253,1401,1330,1182,1297,1294,1377,1171,955,768,595,419,277,144,65,111,18,12,14,5482,12197,1111,1240,1390,2037,1904,5766,1230,1285,569,2051,926,535,125,4,4,11,13,174,0,1,59,538,125,4,4,11,13,174,0,1,56,0,1,0,2,1,0,0,0,5,0,2,0,48,7254,176,272,588,1209,2721,1857,596
5403,5403022006,5403022006,PULLALLY,Zona,5,REGIÓN DE VALPARAÍSO,54,PETORCA,PAPUDO,3338,3012,458,332,395,754,426,457,435,369,400,403,493,393,312,236,190,145,76,56,20,58,15,10,13,1400,4578,200,349,414,733,703,1992,462,445,224,611,558,391,70,0,1,2,0,52,1,1,40,395,70,0,1,2,0,52,1,1,36,0,0,4,0,0,0,0,0,0,1,0,0,35,3061,41,104,189,352,668,573,173
5404,5404092901,5404092901,SANTA JULIA,Zona,5,REGIÓN DE VALPARAÍSO,54,PETORCA,PETORCA,4863,4912,716,664,638,533,650,724,644,619,633,704,732,614,552,413,365,262,176,92,44,150,15,4,6,2447,6483,608,576,594,1022,1016,3027,644,642,324,997,649,367,41,8,9,1,4,175,0,0,44,367,41,8,9,1,4,175,0,0,44,0,0,0,0,1,0,0,0,0,0,0,0,43,3804,104,165,348,531,1250,1175,370
5405,5405052003,5405052003,ZAPALLAR 1,Zona,5,REGIÓN DE VALPARAÍSO,54,PETORCA,ZAPALLAR,3702,3630,569,444,406,427,479,554,517,501,492,466,540,539,400,315,289,185,107,70,32,104,25,16,37,1734,5152,256,450,511,905,837,2039,588,510,235,768,521,321,35,3,4,11,0,98,1,1,47,321,35,3,4,11,0,98,1,1,47,0,0,0,0,0,0,0,0,2,0,0,3,42,3324,84,131,220,424,752,713,238
5501,5501132003,5501132003,SANTA ROSA DE COLMO,Zona,5,REGIÓN DE VALPARAÍSO,55,QUILLOTA,QUILLOTA,40996,44794,6870,6007,5778,6337,6387,6529,6042,5393,5409,5216,5839,5281,4332,3369,2629,1858,1307,846,361,1131,258,193,160,26052,55191,3079,5885,6743,10396,9751,25746,7723,5743,2385,6235,4788,3506,300,28,19,52,29,525,10,3,316,3528,300,28,19,52,29,525,10,3,294,0,4,15,3,3,0,10,0,21,15,21,0,224,35221,562,1567,2697,7880,8187,8708,2422
5502,5502051006,5502051006,PACHACAMITA,Zona,5,REGIÓN DE VALPARAÍSO,55,QUILLOTA,CALERA,24388,26067,4021,3614,3457,3837,3799,3761,3470,2969,3229,3052,3484,3075,2525,1984,1644,1209,707,446,172,661,100,93,84,14973,32424,2117,3249,3947,5788,5577,16455,3520,3146,1371,3825,2915,1857,352,20,11,15,36,368,5,2,249,1864,352,20,11,15,36,368,5,2,242,0,3,3,1,2,1,2,1,7,10,6,0,213,19133,353,873,1984,4324,5722,5139,1712
5503,5503052012,5503052012,SAN ANTONIO 1,Zona,5,REGIÓN DE VALPARAÍSO,55,QUILLOTA,HIJUELAS,9034,8951,1455,1297,1243,1253,1380,1306,1257,1103,1245,1189,1364,1064,858,665,540,345,230,132,59,214,26,16,22,4965,11921,914,1165,1349,1912,1902,5326,1215,1289,712,1816,878,597,71,1,5,20,4,140,0,0,40,602,71,1,5,20,4,140,0,0,35,0,1,0,4,5,0,0,0,8,1,0,0,21,7447,161,290,430,1415,2254,1604,476
5504,5504051002,5504051002,POCOCHAY 1,Zona,5,REGIÓN DE VALPARAÍSO,55,QUILLOTA,LA CRUZ,10635,11419,2062,1706,1608,1498,1441,1837,1988,1704,1464,1335,1339,1099,859,690,583,370,261,133,77,272,80,50,37,6987,13778,923,1642,1607,2577,2566,6649,2296,1384,596,1281,1046,708,94,5,10,7,21,105,2,0,94,721,94,5,10,7,21,105,2,0,81,0,0,8,5,2,0,0,0,2,7,4,0,66,9103,160,471,599,1970,2237,1637,621
5506,5506052004,5506052004,SAN CARLOS,Zona,5,REGIÓN DE VALPARAÍSO,55,QUILLOTA,NOGALES,10757,11281,1850,1563,1535,1724,1592,1548,1340,1272,1410,1417,1581,1422,1075,884,711,494,353,188,79,128,27,27,30,6128,14323,1162,1342,1653,2364,2392,6935,1465,1524,677,1981,1229,864,73,2,5,4,16,163,2,0,100,881,73,2,5,4,16,163,2,0,83,0,4,1,12,1,0,0,0,12,23,1,0,46,7825,168,461,829,1838,3205,2193,561
5601,5601062901,5601062901,VALLE ABAJO,Zona,5,REGIÓN DE VALPARAÍSO,56,SAN ANTONIO,SAN ANTONIO,44483,46537,7534,6187,6216,6004,6327,7019,6180,5974,6010,5943,6426,5893,4563,3608,2771,1971,1314,761,319,1238,213,114,113,24529,60228,3712,5716,6443,10345,9515,29768,7284,5537,2301,6602,8454,7732,162,26,8,47,19,97,11,8,344,7762,162,26,8,47,19,97,11,8,314,1,7,21,1,1,1,10,3,6,3,13,2,275,37436,573,2064,2919,5813,8671,9536,3485
5602,5602032010,5602032010,TUNQUÉN,Zona,5,REGIÓN DE VALPARAÍSO,56,SAN ANTONIO,ALGARROBO,6725,7073,973,819,798,740,784,852,928,871,897,857,949,976,872,842,701,464,252,145,78,213,85,61,90,3135,9698,573,695,846,1526,1469,4059,1366,1129,371,1098,1113,973,27,8,4,6,1,17,7,3,67,978,27,8,4,6,1,17,7,3,62,0,0,4,1,0,2,0,0,8,2,1,0,49,5728,175,282,323,701,1461,1858,506
5603,5603032017,5603032017,ROSARIO ARRIBA,Zona,5,REGIÓN DE VALPARAÍSO,56,SAN ANTONIO,CARTAGENA,11239,11445,1773,1551,1563,1373,1460,1574,1407,1264,1360,1408,1593,1516,1329,1180,937,707,378,225,86,247,51,38,38,5766,15183,904,1348,1569,2652,2161,7160,1492,1702,633,1845,2023,1777,48,15,1,4,4,10,1,1,162,1787,48,15,1,4,4,10,1,1,152,0,3,6,1,1,1,4,0,7,4,5,0,130,8649,194,521,804,1187,2282,2862,958
5604,5604012901,5604012901,ISLA NEGRA,Zona,5,REGIÓN DE VALPARAÍSO,56,SAN ANTONIO,EL QUISCO,7770,8087,1083,990,959,856,858,955,974,962,1015,973,1039,1051,1023,993,871,613,367,199,76,307,66,54,78,3371,11080,692,748,1001,1871,1634,4811,1291,1243,421,1103,1456,1271,44,5,5,6,7,13,5,0,100,1278,44,5,5,6,7,13,5,0,93,0,2,3,2,0,0,2,0,5,5,1,0,80,6046,188,363,505,717,1626,2498,586
5605,5605022901,5605022901,QUILLAICILLO,Zona,5,REGIÓN DE VALPARAÍSO,56,SAN ANTONIO,EL TABO,6603,6540,927,754,729,662,670,861,810,722,818,780,957,966,934,857,758,473,284,129,52,188,35,35,39,2813,9449,500,702,831,1514,1285,4160,1120,1010,320,993,1028,918,26,10,3,8,0,7,2,1,53,922,26,10,3,8,0,7,2,1,49,0,1,2,1,1,0,0,0,3,0,6,0,39,4849,192,289,479,605,1438,2169,560
5606,5606032017,5606032017,SANTO DOMINGO 5,Zona,5,REGIÓN DE VALPARAÍSO,56,SAN ANTONIO,SANTO DOMINGO,5397,5434,842,768,755,573,596,732,774,753,823,791,790,710,569,470,350,229,152,112,42,200,40,20,32,2834,7172,469,657,670,1226,1145,2952,1120,879,312,936,705,616,6,5,2,18,4,11,1,1,41,616,6,5,2,18,4,11,1,1,41,0,0,0,0,0,0,0,0,2,4,2,0,33,4745,106,228,248,640,1196,872,387
5701,5701102022,5701102022,VEINTIUNO DE MAYO,Zona,5,REGIÓN DE VALPARAÍSO,57,SAN FELIPE DE ACONCAGUA,SAN FELIPE,35970,38337,6379,5487,5123,5004,5589,6221,5508,4982,4898,4549,4927,4238,3396,2629,2094,1399,998,610,276,2081,258,147,147,21960,47463,3013,5020,5304,8696,7842,22815,6764,4621,2149,5294,4179,2961,258,23,23,182,52,332,12,0,336,2980,258,23,23,182,52,332,12,0,317,0,7,5,7,1,1,1,0,20,19,22,0,253,31454,495,1583,2563,5261,6101,6862,2618
5702,5702062001,5702062001,SANTA ROSA,Zona,5,REGIÓN DE VALPARAÍSO,57,SAN FELIPE DE ACONCAGUA,CATEMU,6957,7000,1152,1019,944,923,966,1028,987,916,958,922,929,810,661,582,463,327,187,127,56,144,35,16,7,3759,9162,682,887,1029,1556,1499,4055,932,897,470,1416,772,552,48,13,9,22,4,62,0,1,61,556,48,13,9,22,4,62,0,1,57,0,2,2,0,0,0,1,0,4,7,0,0,45,5475,127,264,388,864,1805,1380,427
5703,5703042010,5703042010,SANTA TERESA,Zona,5,REGIÓN DE VALPARAÍSO,57,SAN FELIPE DE ACONCAGUA,LLAILLAY,12190,12380,2243,1689,1681,1578,1795,1886,1699,1555,1599,1661,1682,1447,1234,946,732,489,356,214,84,368,52,24,12,6987,15790,1105,1811,1853,2700,2607,7085,1705,1540,788,2114,1665,1111,261,6,6,54,18,101,1,1,106,1120,261,6,6,54,18,101,1,1,97,0,1,6,2,2,0,1,0,6,5,6,0,77,10025,166,408,785,1626,2603,2483,633
5704,5704042007,5704042007,VIÑA ERRÁZURIZ,Zona,5,REGIÓN DE VALPARAÍSO,57,SAN FELIPE DE ACONCAGUA,PANQUEHUE,3677,3596,601,533,533,471,503,559,490,470,498,496,484,469,378,297,206,134,78,46,27,26,8,6,15,2016,4824,270,508,577,822,800,2110,543,496,280,726,318,276,10,0,1,2,1,6,3,0,19,277,10,0,1,2,1,6,3,0,18,0,1,0,0,0,0,0,0,2,1,0,0,15,3037,69,144,180,480,901,645,167
5705,5705072008,5705072008,RINCONADA DE SILVA,Zona,5,REGIÓN DE VALPARAÍSO,57,SAN FELIPE DE ACONCAGUA,PUTAENDO,8352,8390,1345,1126,1086,1094,1200,1119,1106,1008,1103,1124,1207,1055,837,693,635,443,310,164,87,172,30,28,35,4451,11090,908,1045,1242,1911,1750,4899,1185,1339,556,1474,1135,906,45,4,1,5,13,65,1,2,93,916,45,4,1,5,13,65,1,2,83,0,1,0,9,0,1,1,0,8,6,20,0,47,6375,143,322,577,1181,1747,2267,582
5706,5706062017,5706062017,SANTA MARÍA 3,Zona,5,REGIÓN DE VALPARAÍSO,57,SAN FELIPE DE ACONCAGUA,SANTA MARÍA,7581,7653,1338,1029,990,1075,1106,1148,1060,978,904,993,1159,955,736,580,470,327,220,112,54,96,21,15,9,4304,10023,637,1064,1116,1645,1513,4715,1053,1169,509,1375,878,731,48,8,0,15,8,25,1,1,41,733,48,8,0,15,8,25,1,1,39,0,0,2,0,0,0,0,0,5,4,0,0,30,6369,81,351,485,1027,1573,1478,459
5801,5801121009,5801121009,VALENCIA 4,Zona,5,REGIÓN DE VALPARAÍSO,58,MARGA MARGA,QUILPUÉ,69034,76929,10481,9212,9387,10834,11452,10808,9357,8972,9536,9504,10040,9200,7496,6172,5096,3670,2473,1545,728,1171,538,475,371,43389,94142,4680,7989,10868,18639,18166,44700,14862,9667,3062,7529,9712,7887,423,125,49,71,45,476,41,26,569,7971,423,125,49,71,45,476,41,26,485,0,6,67,11,18,1,18,2,39,32,36,0,339,58631,1027,2933,4803,14167,13924,15446,4796
5802,5802082018,5802082018,URMENETA 2,Zona,5,REGIÓN DE VALPARAÍSO,58,MARGA MARGA,LIMACHE,22272,23682,3691,3240,3096,3293,3400,3301,2964,2936,3146,2903,3140,2692,2134,1850,1629,1147,747,445,200,251,119,125,139,13331,29544,1833,2856,3466,5442,4983,13677,3740,3354,1355,3353,2345,1900,144,23,14,14,7,83,5,3,152,1921,144,23,14,14,7,83,5,3,131,0,1,16,4,1,0,3,0,7,4,3,0,113,18180,359,770,1294,3805,4686,4932,1693
5803,5803052901,5803052901,QUEBRADA ALVARADO,Zona,5,REGIÓN DE VALPARAÍSO,58,MARGA MARGA,OLMUÉ,8462,8773,1332,1063,1090,1171,1204,1170,1142,1056,1077,1060,1202,1131,988,851,717,419,308,163,91,129,64,38,60,4415,11675,736,966,1211,2026,1883,4871,1412,1351,519,1608,937,742,41,15,4,8,6,44,8,1,68,766,41,15,4,8,6,44,8,1,44,0,2,1,21,0,0,0,0,4,1,4,0,35,6883,161,322,460,1221,2020,2067,516
5804,5804082901,5804082901,VILLA ALEMANA NORTE 8,Zona,5,REGIÓN DE VALPARAÍSO,58,MARGA MARGA,VILLA ALEMANA,58190,65054,9723,8479,8354,9377,9458,9126,8377,7844,8017,7949,8317,7516,5825,4668,3896,2654,1905,1199,560,739,401,417,298,37867,78420,4369,7432,9542,15651,15320,38868,11265,7678,2726,6292,7422,5886,371,72,26,46,37,409,26,14,535,5956,371,72,26,46,37,409,26,14,465,0,5,54,11,4,2,13,0,15,94,56,2,279,49168,820,2369,4031,11735,12005,12175,3932
6101,6101182015,6101182015,TUNICHE,Zona,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O´HIGGINS,61,CACHAPOAL,RANCAGUA,116685,122538,19727,17274,16681,16733,17761,19806,17458,16122,16392,15541,15766,13763,11378,8943,6473,4332,2793,1580,700,3403,692,417,313,70996,153409,10055,14986,17789,30519,24875,73950,20996,15682,6712,17057,18296,16438,340,82,33,95,50,300,23,11,924,16532,340,82,33,95,50,300,23,11,830,0,29,57,8,10,0,8,0,74,70,26,2,640,98623,1444,5238,9174,17810,24651,20189,8310
6102,6102032011,6102032011,TUNCAHUE,Zona,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O´HIGGINS,61,CACHAPOAL,CODEGUA,6503,6470,1049,956,932,891,921,1009,838,888,873,899,995,833,640,436,320,222,147,89,35,142,24,6,10,3606,8604,598,808,943,1477,1188,3771,960,1102,443,1341,804,710,20,2,3,6,2,8,1,0,52,722,20,2,3,6,2,8,1,0,40,0,6,5,1,0,0,0,0,2,0,2,0,36,5335,55,296,414,913,1574,1026,427
6103,6103042005,6103042005,EL RULO,Zona,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O´HIGGINS,61,CACHAPOAL,COINCO,3719,3623,551,476,487,486,493,516,453,491,445,494,573,487,393,336,249,207,108,60,37,24,6,12,3,1885,5040,325,380,488,799,802,2055,600,644,283,811,433,389,7,2,1,13,1,5,0,0,15,391,7,2,1,13,1,5,0,0,13,0,0,1,1,0,0,0,0,1,0,0,0,12,2704,57,141,240,558,1100,856,222
6104,6104082901,6104082901,VIÑA LA CRUZ,Zona,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O´HIGGINS,61,CACHAPOAL,COLTAUCO,9074,8988,1463,1336,1238,1290,1329,1301,1121,1165,1180,1227,1304,1129,890,725,541,374,243,153,53,92,7,10,4,4765,12023,943,1075,1337,1906,1756,5101,1170,1594,728,1906,949,848,25,3,2,8,6,7,0,0,50,852,25,3,2,8,6,7,0,0,46,0,0,2,2,0,0,0,0,0,2,0,0,44,6923,138,363,588,1214,2521,1824,487
6105,6105042004,6105042004,RINCONADA DE FLORIDA,Zona,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O´HIGGINS,61,CACHAPOAL,DOÑIHUE,10380,10484,1734,1523,1524,1452,1468,1460,1480,1406,1496,1423,1408,1249,1038,784,568,398,259,146,48,109,37,16,16,5987,13400,978,1305,1433,2436,1993,6458,1498,1458,657,1887,1139,1037,20,7,0,2,1,16,1,1,54,1039,20,7,0,2,1,16,1,1,52,0,0,2,0,0,0,0,0,0,2,4,0,46,8254,149,484,665,1472,2557,1752,627
6106,6106042012,6106042012,TUNICHE 2,Zona,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O´HIGGINS,61,CACHAPOAL,GRANEROS,16597,16782,3064,2684,2512,2378,2497,2626,2450,2257,2338,2171,2255,1850,1349,1062,813,505,342,177,49,276,61,38,30,10178,20807,1685,2131,2477,3770,3317,10077,2542,2105,1040,2989,3120,2817,70,10,1,52,8,21,5,1,135,2830,70,10,1,52,8,21,5,1,122,0,5,8,0,0,0,2,0,13,4,10,0,93,13809,159,715,1141,2449,3518,2359,883
6107,6107102024,6107102024,VALDEBENITO,Zona,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O´HIGGINS,61,CACHAPOAL,LAS CABRAS,12556,11902,1857,1731,1619,1519,1638,1752,1652,1601,1739,1764,1867,1575,1223,964,760,552,338,209,98,391,64,25,19,6102,16239,1498,1345,1735,2483,2329,6647,1701,1814,960,2849,1937,1694,75,3,1,60,5,11,4,0,84,1695,75,3,1,60,5,11,4,0,83,0,1,0,0,1,0,0,0,4,0,3,0,75,9878,237,587,674,1359,3284,2382,761
6108,6108092011,6108092011,TERMAS DE CAUQUENES,Zona,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O´HIGGINS,61,CACHAPOAL,MACHALÍ,25424,26776,5166,4398,4160,3367,2808,3772,4288,4568,4426,3450,3128,2630,2103,1547,1039,627,388,235,100,728,228,125,97,16840,31805,2374,3899,3534,6579,5126,13648,6554,3733,1622,3356,3298,2827,119,10,14,21,28,82,7,3,187,2850,119,10,14,21,28,82,7,3,164,0,4,17,2,2,0,2,1,5,11,0,0,143,21301,370,1187,1666,3885,5357,3080,1475
6109,6109082012,6109082012,SAN PEDRO,Zona,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O´HIGGINS,61,CACHAPOAL,MALLOA,6816,6587,967,887,871,927,946,982,819,791,896,930,1092,910,703,576,454,300,202,97,53,79,6,3,11,3325,9174,601,736,997,1404,1289,3712,915,1051,555,1797,778,714,8,2,0,0,0,13,0,1,40,714,8,2,0,0,0,13,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,40,5302,126,249,380,907,1875,1426,431
6110,6110042006,6110042006,SANTA TERESA,Zona,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O´HIGGINS,61,CACHAPOAL,MOSTAZAL,12657,12676,2178,1898,1834,1874,1866,1846,1616,1677,1801,1654,1760,1538,1186,901,738,463,280,158,65,109,20,26,26,7441,15993,1266,1585,1957,2883,2412,7699,1671,1757,851,2442,1698,1538,37,9,0,11,4,15,4,1,79,1541,37,9,0,11,4,15,4,1,76,0,1,2,0,0,0,5,0,3,1,0,0,67,10099,127,527,800,1844,3116,2093,845
6111,6111032003,6111032003,OLIVAR BAJO 1,Zona,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O´HIGGINS,61,CACHAPOAL,OLIVAR,6818,6780,1129,997,967,1023,953,1008,856,911,1038,983,903,811,705,485,336,235,144,81,33,51,19,8,12,3848,8732,722,791,999,1514,1236,3840,1054,927,526,1578,1020,928,12,4,0,0,3,25,0,1,47,930,12,4,0,0,3,25,0,1,45,0,0,2,0,0,0,0,1,1,2,1,0,40,5642,107,289,348,948,1724,1010,402
6112,6112042004,6112042004,SOFRUCO,Zona,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O´HIGGINS,61,CACHAPOAL,PEUMO,7229,7065,1048,983,982,859,991,1092,943,908,1011,1036,1106,905,728,613,438,295,182,114,60,48,6,4,7,3656,9723,650,847,1080,1551,1323,4136,1085,1144,593,1552,858,799,3,0,2,1,1,4,0,0,48,801,3,0,2,1,1,4,0,0,46,0,1,1,0,2,1,0,0,3,2,3,0,35,5980,77,342,343,837,1771,1433,462
6113,6113072018,6113072018,SANTA AMELIA,Zona,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O´HIGGINS,61,CACHAPOAL,PICHIDEGUA,10065,9616,1462,1325,1297,1153,1275,1318,1179,1294,1383,1559,1525,1298,1146,884,630,427,269,186,71,111,17,6,6,4779,13547,945,1108,1389,2105,1881,5390,1405,1368,731,2693,738,658,13,3,0,4,0,2,2,3,53,660,13,3,0,4,0,2,2,3,51,0,0,2,0,0,0,5,0,0,0,1,0,45,7712,162,393,463,1098,3005,2219,534
